"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4751","Test Checkout Split ST Moto Guest User","","Wed Jan 28 16:25:07 UTC 2026","failed","Wed Jan 28 16:25:12 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4786","Test Checkout Split Siman Guest User","","Wed Jan 28 16:24:23 UTC 2026","failed","Wed Jan 28 16:24:27 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5299","Test Checkout Split ST BT MK Moto Recurrent User","","Wed Jan 28 16:26:17 UTC 2026","failed","Wed Jan 28 16:26:22 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","3465","Test Checkout Split ST Moto New User","","Wed Jan 28 16:25:12 UTC 2026","failed","Wed Jan 28 16:25:16 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5671","Test Checkout Split BT Moto Guest User","","Wed Jan 28 16:25:20 UTC 2026","failed","Wed Jan 28 16:25:26 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5033","Test Checkout Split ST BT Moto Guest User","","Wed Jan 28 16:25:36 UTC 2026","failed","Wed Jan 28 16:25:41 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4916","Test Checkout Split MK Moto Recurrent User","","Wed Jan 28 16:26:01 UTC 2026","failed","Wed Jan 28 16:26:06 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4983","Test Checkout Split BT Moto Recurrent User","","Wed Jan 28 16:25:31 UTC 2026","failed","Wed Jan 28 16:25:36 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5177","Test Checkout Split ST BT MK Guest User","","Wed Jan 28 16:24:52 UTC 2026","failed","Wed Jan 28 16:24:57 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4879","Test Checkout Split Siman New User","","Wed Jan 28 16:24:27 UTC 2026","failed","Wed Jan 28 16:24:32 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5174","Test Checkout Split ST BT Moto New User","","Wed Jan 28 16:25:41 UTC 2026","failed","Wed Jan 28 16:25:46 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4854","Test Checkout Split MK Moto New User","","Wed Jan 28 16:25:56 UTC 2026","failed","Wed Jan 28 16:26:01 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4838","Test Checkout Split ST Moto Recurrent User","","Wed Jan 28 16:25:16 UTC 2026","failed","Wed Jan 28 16:25:20 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4793","Test Checkout Split MK Moto Guest User","","Wed Jan 28 16:25:51 UTC 2026","failed","Wed Jan 28 16:25:56 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5037","Test Checkout Split ST BT Moto Recurrent User","","Wed Jan 28 16:25:46 UTC 2026","failed","Wed Jan 28 16:25:51 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5314","Test Checkout Split ST BT MK Recurrent User","","Wed Jan 28 16:25:02 UTC 2026","failed","Wed Jan 28 16:25:07 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","14905","Test Checkout Small Ticket New User","","Wed Jan 28 16:24:08 UTC 2026","failed","Wed Jan 28 16:24:23 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5031","Test Checkout Split BT Moto New User","","Wed Jan 28 16:25:26 UTC 2026","failed","Wed Jan 28 16:25:31 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4849","Test Checkout Split Siman Recurrent User","","Wed Jan 28 16:24:32 UTC 2026","failed","Wed Jan 28 16:24:37 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5340","Test Checkout Split ST BT MK Moto Guest User","","Wed Jan 28 16:26:06 UTC 2026","failed","Wed Jan 28 16:26:11 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4984","Test Checkout Split MK Guest User","","Wed Jan 28 16:24:37 UTC 2026","failed","Wed Jan 28 16:24:42 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4850","Test Checkout Split MK New User","","Wed Jan 28 16:24:42 UTC 2026","failed","Wed Jan 28 16:24:47 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5097","Test Checkout Split MK Recurrent User","","Wed Jan 28 16:24:47 UTC 2026","failed","Wed Jan 28 16:24:52 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4753","Test Checkout Split ST BT MK New User","","Wed Jan 28 16:24:57 UTC 2026","failed","Wed Jan 28 16:25:02 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5238","Test Checkout Split ST BT MK Moto New User","","Wed Jan 28 16:26:11 UTC 2026","failed","Wed Jan 28 16:26:17 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
