"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5099","Test Checkout Split ST Moto Guest User","","Wed Jan 28 16:31:22 UTC 2026","failed","Wed Jan 28 16:31:27 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5509","Test Checkout Split ST BT MK Moto Guest User","","Wed Jan 28 16:32:24 UTC 2026","failed","Wed Jan 28 16:32:29 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5220","Test Checkout Split ST BT Moto New User","","Wed Jan 28 16:31:57 UTC 2026","failed","Wed Jan 28 16:32:03 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","13466","Test Checkout Small Ticket New User","","Wed Jan 28 16:30:21 UTC 2026","failed","Wed Jan 28 16:30:35 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5155","Test Checkout Split BT Moto Recurrent User","","Wed Jan 28 16:31:47 UTC 2026","failed","Wed Jan 28 16:31:52 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5186","Test Checkout Split MK Moto Guest User","","Wed Jan 28 16:32:08 UTC 2026","failed","Wed Jan 28 16:32:13 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5204","Test Checkout Split MK Moto Recurrent User","","Wed Jan 28 16:32:18 UTC 2026","failed","Wed Jan 28 16:32:24 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5489","Test Checkout Split Siman Recurrent User","","Wed Jan 28 16:30:46 UTC 2026","failed","Wed Jan 28 16:30:51 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5202","Test Checkout Split BT Moto New User","","Wed Jan 28 16:31:42 UTC 2026","failed","Wed Jan 28 16:31:47 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5431","Test Checkout Split ST Moto Recurrent User","","Wed Jan 28 16:31:32 UTC 2026","failed","Wed Jan 28 16:31:37 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5575","Test Checkout Split ST BT MK Moto New User","","Wed Jan 28 16:32:29 UTC 2026","failed","Wed Jan 28 16:32:35 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5052","Test Checkout Split MK New User","","Wed Jan 28 16:30:56 UTC 2026","failed","Wed Jan 28 16:31:01 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4923","Test Checkout Split ST Moto New User","","Wed Jan 28 16:31:27 UTC 2026","failed","Wed Jan 28 16:31:32 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5021","Test Checkout Split ST BT Moto Guest User","","Wed Jan 28 16:31:52 UTC 2026","failed","Wed Jan 28 16:31:57 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5387","Test Checkout Split ST BT MK Moto Recurrent User","","Wed Jan 28 16:32:35 UTC 2026","failed","Wed Jan 28 16:32:40 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5272","Test Checkout Split ST BT MK New User","","Wed Jan 28 16:31:11 UTC 2026","failed","Wed Jan 28 16:31:16 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5341","Test Checkout Split ST BT Moto Recurrent User","","Wed Jan 28 16:32:03 UTC 2026","failed","Wed Jan 28 16:32:08 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4924","Test Checkout Split MK Guest User","","Wed Jan 28 16:30:51 UTC 2026","failed","Wed Jan 28 16:30:56 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5111","Test Checkout Split MK Moto New User","","Wed Jan 28 16:32:13 UTC 2026","failed","Wed Jan 28 16:32:18 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5166","Test Checkout Split Siman Guest User","","Wed Jan 28 16:30:35 UTC 2026","failed","Wed Jan 28 16:30:40 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5696","Test Checkout Split Siman New User","","Wed Jan 28 16:30:40 UTC 2026","failed","Wed Jan 28 16:30:46 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5047","Test Checkout Split MK Recurrent User","","Wed Jan 28 16:31:01 UTC 2026","failed","Wed Jan 28 16:31:06 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4983","Test Checkout Split ST BT MK Guest User","","Wed Jan 28 16:31:06 UTC 2026","failed","Wed Jan 28 16:31:11 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5188","Test Checkout Split ST BT MK Recurrent User","","Wed Jan 28 16:31:16 UTC 2026","failed","Wed Jan 28 16:31:22 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5091","Test Checkout Split BT Moto Guest User","","Wed Jan 28 16:31:37 UTC 2026","failed","Wed Jan 28 16:31:42 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
