"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4982","Test Checkout Split ST BT MK Recurrent User","","Wed Feb 18 14:39:46 UTC 2026","failed","Wed Feb 18 14:39:51 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4986","Test Checkout Split BT Moto Guest User","","Wed Feb 18 14:40:06 UTC 2026","failed","Wed Feb 18 14:40:11 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","3466","Test Checkout Split Siman Guest User","","Wed Feb 18 14:39:06 UTC 2026","failed","Wed Feb 18 14:39:10 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5297","Test Checkout Split ST BT Moto Guest User","","Wed Feb 18 14:40:20 UTC 2026","failed","Wed Feb 18 14:40:25 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","22874","Test Checkout Small Ticket New User","","Wed Feb 18 14:38:44 UTC 2026","failed","Wed Feb 18 14:39:06 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4916","Test Checkout Split ST BT MK New User","","Wed Feb 18 14:39:41 UTC 2026","failed","Wed Feb 18 14:39:46 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5322","Test Checkout Split Siman Recurrent User","","Wed Feb 18 14:39:15 UTC 2026","failed","Wed Feb 18 14:39:21 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5061","Test Checkout Split MK Recurrent User","","Wed Feb 18 14:39:31 UTC 2026","failed","Wed Feb 18 14:39:36 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5417","Test Checkout Split ST BT MK Moto Guest User","","Wed Feb 18 14:40:51 UTC 2026","failed","Wed Feb 18 14:40:56 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5236","Test Checkout Split MK Moto New User","","Wed Feb 18 14:40:40 UTC 2026","failed","Wed Feb 18 14:40:46 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5001","Test Checkout Split ST Moto Recurrent User","","Wed Feb 18 14:40:01 UTC 2026","failed","Wed Feb 18 14:40:06 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5364","Test Checkout Split ST BT MK Moto New User","","Wed Feb 18 14:40:56 UTC 2026","failed","Wed Feb 18 14:41:02 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5093","Test Checkout Split ST BT MK Guest User","","Wed Feb 18 14:39:36 UTC 2026","failed","Wed Feb 18 14:39:41 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5085","Test Checkout Split MK Moto Recurrent User","","Wed Feb 18 14:40:46 UTC 2026","failed","Wed Feb 18 14:40:51 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","4954","Test Checkout Split ST Moto Guest User","","Wed Feb 18 14:39:51 UTC 2026","failed","Wed Feb 18 14:39:56 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","3420","Test Checkout Split BT Moto Recurrent User","","Wed Feb 18 14:40:16 UTC 2026","failed","Wed Feb 18 14:40:20 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5087","Test Checkout Split MK New User","","Wed Feb 18 14:39:26 UTC 2026","failed","Wed Feb 18 14:39:31 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5094","Test Checkout Split BT Moto New User","","Wed Feb 18 14:40:11 UTC 2026","failed","Wed Feb 18 14:40:16 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","3971","Test Checkout Split ST BT MK Moto Recurrent User","","Wed Feb 18 14:41:02 UTC 2026","failed","Wed Feb 18 14:41:06 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5244","Test Checkout Split ST BT Moto Recurrent User","","Wed Feb 18 14:40:30 UTC 2026","failed","Wed Feb 18 14:40:35 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5094","Test Checkout Split ST Moto New User","","Wed Feb 18 14:39:56 UTC 2026","failed","Wed Feb 18 14:40:01 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5148","Test Checkout Split ST BT Moto New User","","Wed Feb 18 14:40:25 UTC 2026","failed","Wed Feb 18 14:40:30 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5120","Test Checkout Split MK Moto Guest User","","Wed Feb 18 14:40:35 UTC 2026","failed","Wed Feb 18 14:40:40 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5338","Test Checkout Split Siman New User","","Wed Feb 18 14:39:10 UTC 2026","failed","Wed Feb 18 14:39:15 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
"","5200","Test Checkout Split MK Guest User","","Wed Feb 18 14:39:21 UTC 2026","failed","Wed Feb 18 14:39:26 UTC 2026","Flujos Checkout Guest User","Siman Automation - sandbox","",""
